symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,date
BERY,Berry Global Group Inc. Common Stock,$68.51,-0.43,-0.624%,928231,7933458000.00,United States,2012,Plastic Products,Industrials,/market-activity/stocks/bery,2025-04-25
BETR,Better Home & Finance Holding Company Class A Common Stock,$14.56,0.47,3.336%,46321,220875506.00,United Kingdom,2021,Finance: Consumer Services,Finance,/market-activity/stocks/betr,2025-04-25
BF/A,Brown Forman Corporation,$34.47,-0.08,-0.232%,117919,,United States,,,,/market-activity/stocks/bf/a,2025-04-25
BF/B,Brown Forman Corporation,$34.58,-0.13,-0.375%,1654326,,United States,,,,/market-activity/stocks/bf/b,2025-04-25
BFAM,Bright Horizons Family Solutions Inc. Common Stock,$119.83,2.74,2.34%,419014,6872756542.00,United States,2013,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/bfam,2025-04-25
BFC,Bank First Corporation Common Stock,$110.92,0.35,0.317%,21157,1108605358.00,United States,,Major Banks,Finance,/market-activity/stocks/bfc,2025-04-25
BFH,Bread Financial Holdings Inc. Common Stock,$47.87,0.98,2.09%,1571872,2350051082.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/bfh,2025-04-25
BFIN,BankFinancial Corporation Common Stock,$12.23,0.16,1.326%,54360,152394092.00,United States,2005,Savings Institutions,Finance,/market-activity/stocks/bfin,2025-04-25
BFK,BlackRock Municipal Income Trust,$9.48,0.08,0.851%,164322,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/bfk,2025-04-25
BFLY,Butterfly Network Inc. Class A Common Stock,$2.41,0.03,1.261%,1851913,585444794.00,United States,2020,Medical Electronics,Health Care,/market-activity/stocks/bfly,2025-04-25
BFRG,Bullfrog AI Holdings Inc. Common Stock,$1.76,0.09,5.389%,219887,16571324.00,United States,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfrg,2025-04-25
BFRGW,Bullfrog AI Holdings Inc. Warrants,$0.559,-0.009,-1.585%,3547,5263278.00,United States,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfrgw,2025-04-25
BFRI,Biofrontera Inc. Common Stock,$0.7951,-0.0399,-4.778%,29670,7055663.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfri,2025-04-25
BFRIW,Biofrontera Inc. Warrants,$0.0458,0.00,0.00%,29,406426.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfriw,2025-04-25
BFS,Saul Centers Inc. Common Stock,$32.91,-0.18,-0.544%,45521,796448163.00,United States,1993,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bfs,2025-04-25
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,$21.07,0.15,0.717%,1148,,United States,,,,/market-activity/stocks/bfs^d,2025-04-25
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,$20.45,-0.07,-0.341%,3989,,United States,,,,/market-activity/stocks/bfs^e,2025-04-25
BFST,Business First Bancshares Inc. Common Stock,$23.21,-0.04,-0.172%,145426,685910229.00,United States,,Major Banks,Finance,/market-activity/stocks/bfst,2025-04-25
BFZ,BlackRock California Municipal Income Trust,$10.46,0.08,0.771%,58995,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bfz,2025-04-25
BG,Bunge Limited Common Shares,$79.82,-0.27,-0.337%,1259732,10693329591.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/bg,2025-04-25
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,$11.48,-0.05,-0.434%,232280,0.00,United States,2012,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgb,2025-04-25
BGC,BGC Group Inc. Class A Common Stock,$8.74,0.12,1.392%,2526860,4220402061.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/bgc,2025-04-25
BGFV,Big 5 Sporting Goods Corporation Common Stock,$0.84,0.0167,2.028%,154764,19057571.00,United States,2002,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/bgfv,2025-04-25
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,$14.09,0.16,1.149%,76718,0.00,United States,2012,Investment Managers,Finance,/market-activity/stocks/bgh,2025-04-25
BGI,Birks Group Inc. Common Stock,$0.97,0.008,0.832%,331526,18590990.00,Canada,,Consumer Specialties,Consumer Discretionary,/market-activity/stocks/bgi,2025-04-25
BGLC,BioNexus Gene Lab Corp Common stock,$2.89,0.10,3.584%,75443,51926546.00,Malaysia,,Medical Specialities,Health Care,/market-activity/stocks/bglc,2025-04-25
BGM,BGM Group Ltd. Class A Ordinary Shares,$10.86,-0.63,-5.483%,40963,1055832451.00,China,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bgm,2025-04-25
BGR,BlackRock Energy and Resources Trust,$12.28,0.10,0.821%,149780,1664998462.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgr,2025-04-25
BGS,B&G Foods Inc. Common Stock,$7.02,-0.05,-0.707%,1512261,555550466.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/bgs,2025-04-25
BGSF,BGSF Inc. Common Stock,$3.45,0.06,1.77%,36241,38215674.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/bgsf,2025-04-25
BGT,BlackRock Floating Rate Income Trust,$11.90,0.14,1.19%,57825,0.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgt,2025-04-25
BGX,Blackstone Long Short Credit Income Fund Common Shares,$11.85,0.09,0.765%,54679,0.00,,2011,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgx,2025-04-25
BGY,Blackrock Enhanced International Dividend Trust,$5.51,0.04,0.731%,288328,0.00,United States,2007,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgy,2025-04-25
BH,Biglari Holdings Inc. Class B Common Stock,$223.52,3.91,1.78%,34260,508620654.00,United States,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bh,2025-04-25
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,$2.25,-0.01,-0.442%,85989,11110973.00,China,2019,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/bhat,2025-04-25
BHB,Bar Harbor Bankshares Inc. Common Stock,$29.19,-0.18,-0.613%,47247,447109710.00,United States,1997,Major Banks,Finance,/market-activity/stocks/bhb,2025-04-25
BHC,Bausch Health Companies Inc. Common Stock,$5.17,-0.02,-0.385%,2220706,1902218247.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bhc,2025-04-25
BHE,Benchmark Electronics Inc. Common Stock,$36.76,1.11,3.114%,358659,1323971098.00,United States,,Electrical Products,Technology,/market-activity/stocks/bhe,2025-04-25
BHF,Brighthouse Financial Inc. Common Stock,$52.23,0.41,0.791%,1433378,3032499602.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhf,2025-04-25
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,$19.70,0.18,0.922%,21997,1143791732.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfal,2025-04-25
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,$13.95,0.10,0.722%,23221,809943891.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfam,2025-04-25
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$15.49,0.22,1.441%,55689,899357052.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan,2025-04-25
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,$19.25,0.27,1.423%,58865,1117664510.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfao,2025-04-25
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,$18.94,0.2803,1.502%,33293,1099665756.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfap,2025-04-25
BHK,Blackrock Core Bond Trust,$10.18,0.10,0.992%,210387,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bhk,2025-04-25
BHLB,Berkshire Hills Bancorp Inc. Common Stock,$24.30,0.36,1.504%,622637,1127639775.00,United States,,Banks,Finance,/market-activity/stocks/bhlb,2025-04-25
BHM,Bluerock Homes Trust Inc. Class A Common Stock,$10.0001,-0.0119,-0.119%,2136,39617476.00,,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhm,2025-04-25
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$48.38,0.73,1.532%,3599866,122737669738.00,Australia,,Coal Mining,Energy,/market-activity/stocks/bhp,2025-04-25
BHR,Braemar Hotels & Resorts Inc. Common Stock,$1.89,0.04,2.162%,283335,126717928.00,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhr,2025-04-25
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,$12.90,0.11,0.86%,5175,,United States,,,,/market-activity/stocks/bhr^b,2025-04-25
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,$19.25,-0.13,-0.671%,1751,,United States,,,,/market-activity/stocks/bhr^d,2025-04-25
BHRB,Burke & Herbert Financial Services Corp. Common Stock,$51.11,0.17,0.334%,32595,765763497.00,United States,,Major Banks,Finance,/market-activity/stocks/bhrb,2025-04-25
BHST,BioHarvest Sciences Inc. Common Stock,$6.30,0.425,7.234%,58761,109164611.00,Canada,,,,/market-activity/stocks/bhst,2025-04-25
BHV,BlackRock Virginia Municipal Bond Trust,$10.26,0.05,0.49%,1320,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/bhv,2025-04-25
BHVN,Biohaven Ltd. Common Shares ,$21.42,0.27,1.277%,2302190,2186007369.00,United States,2022,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bhvn,2025-04-25
BIAF,bioAffinity Technologies Inc. Common Stock,$0.4947,-0.0153,-3.00%,188851,9031156.00,United States,2022,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/biaf,2025-04-25
BIAFW,bioAffinity Technologies Inc. Warrant,$0.227,0.00,0.00%,100,4144072.00,United States,2022,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/biafw,2025-04-25
BIDU,Baidu Inc. ADS,$87.51,2.45,2.88%,2880311,30083391109.00,China,2005,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/bidu,2025-04-25
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,$5.12,0.08,1.587%,651186,402432000.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/bigc,2025-04-25
BIIB,Biogen Inc. Common Stock,$118.17,-0.72,-0.606%,2427338,17297126305.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/biib,2025-04-25
BILI,Bilibili Inc. American Depositary Shares,$17.24,0.54,3.234%,3077616,7185085130.00,China,2018,EDP Services,Technology,/market-activity/stocks/bili,2025-04-25
BILL,BILL Holdings Inc. Common Stock,$42.57,1.73,4.236%,1372419,4339879320.00,United States,2019,EDP Services,Technology,/market-activity/stocks/bill,2025-04-25
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,$248.85,3.87,1.58%,272444,6970572687.00,United States,1980,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/bio,2025-04-25
BIO/B,Bio-Rad Laboratories Inc.,$234.41,0.00,0.00%,5,,United States,,,,/market-activity/stocks/bio/b,2025-04-25
BIOA,BioAge Labs Inc. Common Stock,$4.13,-0.07,-1.667%,182478,148060653.00,United States,2024,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bioa,2025-04-25
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,$4.23,-0.05,-1.168%,98880,265849083.00,Argentina,,Agricultural Chemicals,Industrials,/market-activity/stocks/biox,2025-04-25
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,$28.81,0.00,0.00%,484189,13306052634.00,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/bip,2025-04-25
BIP^A,Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units Series 13,$16.64,-0.02,-0.12%,7142,,Bermuda,,,,/market-activity/stocks/bip^a,2025-04-25
BIP^B,Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units Series 14,$16.1438,-0.0762,-0.47%,9892,,Bermuda,,,,/market-activity/stocks/bip^b,2025-04-25
BIPC,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,$35.89,0.22,0.617%,538796,5133249043.00,Canada,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/bipc,2025-04-25
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,$16.09,0.19,1.195%,15491,7423024509.00,Canada,2021,Oil & Gas Production,Utilities,/market-activity/stocks/biph,2025-04-25
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,$16.42,0.12,0.736%,20002,155610698.00,Bermuda,2022,Marine Transportation,Consumer Discretionary,/market-activity/stocks/bipi,2025-04-25
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,$22.45,0.05,0.223%,24121,10357172171.00,Canada,2024,Oil & Gas Production,Utilities,/market-activity/stocks/bipj,2025-04-25
BIRD,Allbirds Inc. Class A Common Stock,$5.15,0.23,4.675%,28556,41212648.00,United States,2021,Apparel,Consumer Discretionary,/market-activity/stocks/bird,2025-04-25
BIRK,Birkenstock Holding plc Ordinary Shares,$48.95,0.83,1.725%,2096108,9194239438.00,,2023,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/birk,2025-04-25
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,$13.82,0.14,1.023%,74451,0.00,,2013,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bit,2025-04-25
BITF,Bitfarms Ltd. Common Stock,$1.00,0.0576,6.112%,13811079,553644380.00,Canada,,Finance: Consumer Services,Finance,/market-activity/stocks/bitf,2025-04-25
BIVI,BioVie Inc. Class A Common Stock,$0.8402,0.0203,2.476%,79272,15503354.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bivi,2025-04-25
BIYA,Baiya International Group Inc. Ordinary Shares,$4.05,0.16,4.113%,295499,50625000.00,China,2025,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/biya,2025-04-25
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,$114.03,-1.03,-0.895%,2337571,15015126257.00,United States,2018,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/bj,2025-04-25
BJDX,Bluejay Diagnostics Inc. Common Stock,$1.69,0.00,0.00%,236501,936280.00,United States,2021,Medical/Dental Instruments,Health Care,/market-activity/stocks/bjdx,2025-04-25
BJRI,BJ's Restaurants Inc. Common Stock,$33.70,0.26,0.778%,241883,765601992.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/bjri,2025-04-25
BK,The Bank of New York Mellon Corporation Common Stock,$77.73,1.42,1.861%,3764119,55679604280.00,United States,,Major Banks,Finance,/market-activity/stocks/bk,2025-04-25
BK^K,The Bank Of New York Mellon Corporation  Depositary Shares each representing a 1/4000th interest in a share of Series K Noncumulative Perpetual Preferred Stock,$25.16,0.03,0.119%,273982,,United States,,,,/market-activity/stocks/bk^k,2025-04-25
BKD,Brookdale Senior Living Inc. Common Stock,$6.21,0.33,5.612%,3780608,1243174081.00,United States,2005,Hospital/Nursing Management,Health Care,/market-activity/stocks/bkd,2025-04-25
BKE,Buckle Inc. (The) Common Stock,$34.56,-0.04,-0.116%,432538,1768057667.00,United States,,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/bke,2025-04-25
BKH,Black Hills Corporation Common Stock,$60.62,-0.17,-0.28%,355315,4341452244.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/bkh,2025-04-25
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,$10.56,0.00,0.00%,63,0.00,United States,2024,,,/market-activity/stocks/bkha,2025-04-25
BKHAR,Black Hawk Acquisition Corporation Rights,$1.81,-0.13,-6.701%,4506,0.00,United States,2024,,,/market-activity/stocks/bkhar,2025-04-25
BKKT,Bakkt Holdings Inc. Class A Common Stock,$9.05,0.12,1.344%,171118,124079120.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/bkkt,2025-04-25
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),$10.67,0.11,1.042%,118409,0.00,United States,1993,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bkn,2025-04-25
BKNG,Booking Holdings Inc. Common Stock,$4731.03,132.95,2.891%,237875,155249700387.00,United States,,Transportation Services,Consumer Discretionary,/market-activity/stocks/bkng,2025-04-25
BKR,Baker Hughes Company Class A Common Stock,$35.89,-2.47,-6.439%,13337748,35535114440.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/bkr,2025-04-25
BKSY,BlackSky Technology Inc. Class A Common Stock,$7.20,0.34,4.956%,447318,227807892.00,United States,2019,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/bksy,2025-04-25
BKT,BlackRock Income Trust Inc. (The),$11.45,0.13,1.148%,68140,1703330293.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/bkt,2025-04-25
BKTI,BK Technologies Corporation Common Stock,$45.13,-0.88,-1.913%,36005,161250709.00,United States,,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/bkti,2025-04-25
BKU,BankUnited Inc. Common Stock,$33.00,1.13,3.546%,1058208,2466785838.00,United States,2011,Savings Institutions,Finance,/market-activity/stocks/bku,2025-04-25
BKV,BKV Corporation Common Stock,$18.03,0.04,0.222%,443970,1527291965.00,United States,2024,Oil & Gas Production,Energy,/market-activity/stocks/bkv,2025-04-25
BKYI,BIO-key International Inc. Common Stock,$0.719,0.0313,4.551%,75230,2248348.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/bkyi,2025-04-25
BL,BlackLine Inc. Common Stock,$45.56,0.50,1.11%,563330,2861821011.00,United States,2016,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/bl,2025-04-25
BLBD,Blue Bird Corporation Common Stock,$34.50,-0.56,-1.597%,393481,1107832191.00,United States,2014,Construction/Ag Equipment/Trucks,Consumer Discretionary,/market-activity/stocks/blbd,2025-04-25
BLBX,Blackboxstocks Inc. Common Stock,$3.18,-0.05,-1.548%,12553,11457139.00,United States,,EDP Services,Technology,/market-activity/stocks/blbx,2025-04-25
BLCO,Bausch + Lomb Corporation Common Shares,$12.74,0.25,2.002%,613218,4490477941.00,,2022,Ophthalmic Goods,Health Care,/market-activity/stocks/blco,2025-04-25
BLD,TopBuild Corp. Common Stock,$295.89,7.64,2.65%,308192,8648152197.00,United States,2015,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/bld,2025-04-25
BLDE,Blade Air Mobility Inc. Class A Common Stock,$2.59,0.00,0.00%,746084,206407533.00,United States,2019,Transportation Services,Consumer Discretionary,/market-activity/stocks/blde,2025-04-25
BLDEW,Blade Air Mobility Inc. Warrants,$0.17,0.0081,5.003%,7362,13547985.00,United States,2019,Transportation Services,Consumer Discretionary,/market-activity/stocks/bldew,2025-04-25
BLDP,Ballard Power Systems Inc. Common Shares,$1.16,0.04,3.571%,6648773,347313720.00,Canada,,Industrial Machinery/Components,Energy,/market-activity/stocks/bldp,2025-04-25
BLDR,Builders FirstSource Inc. Common Stock,$117.26,1.16,0.999%,1154585,13323242198.00,United States,2005,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/bldr,2025-04-25
BLE,BlackRock Municipal Income Trust II,$9.80,0.08,0.823%,160824,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/ble,2025-04-25
BLFS,BioLife Solutions Inc. Common Stock,$24.35,2.46,11.238%,793198,1144450000.00,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/blfs,2025-04-25
BLFY,Blue Foundry Bancorp Common Stock,$9.23,0.01,0.108%,50819,203952070.00,United States,2021,Banks,Finance,/market-activity/stocks/blfy,2025-04-25
BLIN,Bridgeline Digital Inc. Common Stock,$1.52,0.00,0.00%,49574,15872766.00,United States,2007,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/blin,2025-04-25
BLIV,BeLive Holdings Ordinary Share,$4.34,0.58,15.426%,337182,46015171.00,Singapore,2025,EDP Services,Technology,/market-activity/stocks/bliv,2025-04-25
BLK,BlackRock Inc. Common Stock,$892.54,5.32,0.60%,553308,138569908015.00,United States,1999,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/blk,2025-04-25
BLKB,Blackbaud Inc. Common Stock,$62.15,0.72,1.172%,250317,3060048164.00,United States,2004,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/blkb,2025-04-25
BLMN,Bloomin' Brands Inc. Common Stock,$8.42,-0.13,-1.52%,2288561,715116932.00,United States,2012,Restaurants,Consumer Discretionary,/market-activity/stocks/blmn,2025-04-25
BLMZ,BloomZ Inc. Ordinary Shares,$0.1439,0.0129,9.847%,325547,2075892.00,Japan,2024,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/blmz,2025-04-25
BLND,Blend Labs Inc. Class A Common Stock,$3.19,0.08,2.572%,2417385,828321585.00,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/blnd,2025-04-25
BLNE,Beeline Holdings Inc. Common Stock,$1.34,-0.03,-2.19%,83757,10849282.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/blne,2025-04-25
BLNK,Blink Charging Co. Common Stock,$0.7063,0.0069,0.987%,3073502,72550299.00,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/blnk,2025-04-25
BLRX,BioLineRx Ltd. American Depositary Shares,$3.00,0.10,3.448%,17041,11163009.00,Israel,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/blrx,2025-04-25
BLTE,Belite Bio Inc American Depositary Shares,$58.80,0.42,0.719%,48082,1898167664.00,United States,2022,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/blte,2025-04-25
BLUE,bluebird bio Inc. Common Stock,$4.09,-0.25,-5.76%,156469,40041386.00,United States,2013,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/blue,2025-04-25
BLW,Blackrock Limited Duration Income Trust,$13.54,0.05,0.371%,99488,483530366.00,United States,2003,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/blw,2025-04-25
BLX,Banco Latinoamericano de Comercio Exterior S.A.,$38.27,0.39,1.03%,103136,1407984681.00,Panama,1992,Commercial Banks,Finance,/market-activity/stocks/blx,2025-04-25
BLZE,Backblaze Inc. Class A Common Stock,$4.57,0.10,2.237%,310099,248151000.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/blze,2025-04-25
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),$94.89,1.72,1.846%,354518,6067393847.00,Argentina,,Commercial Banks,Finance,/market-activity/stocks/bma,2025-04-25
BMBL,Bumble Inc. Class A Common Stock,$4.38,-0.05,-1.129%,2299575,462289746.00,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/bmbl,2025-04-25
BME,Blackrock Health Sciences Trust,$36.25,0.37,1.031%,33874,483321903.00,United States,2005,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bme,2025-04-25
BMEA,Biomea Fusion Inc. Common Stock,$2.06,0.11,5.641%,729136,77398835.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bmea,2025-04-25
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,$13.92,0.26,1.903%,216352,185595611.00,United States,2020,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bmez,2025-04-25
BMGL,Basel Medical Group Ltd Ordinary Shares,$4.40,-0.01,-0.227%,12086,81202000.00,Singapore,2025,,,/market-activity/stocks/bmgl,2025-04-25
BMI,Badger Meter Inc. Common Stock,$210.43,1.90,0.911%,489121,6197859392.00,United States,1971,Industrial Machinery/Components,Industrials,/market-activity/stocks/bmi,2025-04-25
BML^G,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),$21.555,0.155,0.724%,859,,United States,,,,/market-activity/stocks/bml^g,2025-04-25
BML^H,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),$21.12,0.02,0.095%,4620,,United States,,,,/market-activity/stocks/bml^h,2025-04-25
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),$22.51,0.07,0.312%,4403,,United States,,,,/market-activity/stocks/bml^j,2025-04-25
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),$21.845,0.145,0.668%,4731,,United States,,,,/market-activity/stocks/bml^l,2025-04-25
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,$23.79,0.06,0.253%,16444,0.00,,2022,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bmn,2025-04-25
BMO,Bank Of Montreal Common Stock,$94.12,0.02,0.021%,745614,68660540000.00,Canada,,Commercial Banks,Finance,/market-activity/stocks/bmo,2025-04-25
BMR,Beamr Imaging Ltd. Ordinary Share,$2.40,0.20,9.091%,78104,37245106.00,Israel,2023,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/bmr,2025-04-25
BMRA,Biomerica Inc. Common Stock,$3.66,0.31,9.254%,311926,9317489.00,United States,,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/bmra,2025-04-25
BMRC,Bank of Marin Bancorp Common Stock,$21.08,0.32,1.541%,101314,339738497.00,United States,,Major Banks,Finance,/market-activity/stocks/bmrc,2025-04-25
BMRN,BioMarin Pharmaceutical Inc. Common Stock,$61.94,0.44,0.715%,1294216,11816730601.00,United States,1999,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bmrn,2025-04-25
BMY,Bristol-Myers Squibb Company Common Stock,$48.53,-1.29,-2.589%,24036567,98482512476.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bmy,2025-04-25
BN,Brookfield Corporation Class A Limited Voting Shares,$51.00,0.95,1.898%,2883435,76897645164.00,Canada,1925,Building operators,Real Estate,/market-activity/stocks/bn,2025-04-25
BNAI,Brand Engagement Network Inc. Common Stock,$0.359,0.0207,6.119%,181187,15176531.00,United States,2021,EDP Services,Technology,/market-activity/stocks/bnai,2025-04-25
BNAIW,Brand Engagement Network Inc. Warrant,$0.0204,-0.0092,-31.081%,800,862399.00,United States,2021,EDP Services,Technology,/market-activity/stocks/bnaiw,2025-04-25
BNED,Barnes & Noble Education Inc Common Stock,$10.17,0.60,6.27%,313269,346327624.00,United States,2015,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/bned,2025-04-25
