symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,date
CWBC,Community West Bancshares Common Stock,$16.85,0.3,1.813%,109440,321004497,United States,NA,Major Banks,Finance,/market-activity/stocks/cwbc,2025-04-24
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,$24.10,-0.24,-0.986%,70219,382582584,Cayman Islands,NA,Water Supply,Utilities,/market-activity/stocks/cwco,2025-04-24
CWD,CaliberCos Inc. Class A Common Stock,$0.2405,-0.0069,-2.789%,234141,5606626,United States,2023,Real Estate,Finance,/market-activity/stocks/cwd,2025-04-24
CWEN,Clearway Energy Inc. Class C Common Stock,$28.15,-0.07,-0.248%,1081198,3321700000,United States,2015,Electric Utilities: Central,Utilities,/market-activity/stocks/cwen,2025-04-24
CWH,Camping World Holdings Inc. Class A Common Stock,$12.94,0.57,4.608%,2934846,1319988528,United States,2016,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/cwh,2025-04-24
CWK,Cushman & Wakefield plc Ordinary Shares,$8.52,0.34,4.156%,3526607,1957272975,NA,2018,Real Estate,Finance,/market-activity/stocks/cwk,2025-04-24
CWST,Casella Waste Systems Inc. Class A Common Stock,$113.25,-0.46,-0.405%,665596,7175347294,United States,1997,Environmental Services,Utilities,/market-activity/stocks/cwst,2025-04-24
CWT,California Water Service Group Common Stock,$50.49,-0.87,-1.694%,551655,3003571538,United States,NA,Water Supply,Utilities,/market-activity/stocks/cwt,2025-04-24
CX,Cemex S.A.B. de C.V. Sponsored ADR,$5.61,0.15,2.747%,18072169,8129378205,Mexico,NA,Building Materials,Industrials,/market-activity/stocks/cx,2025-04-24
CXAI,CXApp Inc. Class A Common Stock,$1.13,0.04,3.67%,449346,22380536,United States,2021,EDP Services,Technology,/market-activity/stocks/cxai,2025-04-24
CXAIW,CXApp Inc. Warrant,$0.105,0.0163,18.377%,32067,2079607,United States,2021,EDP Services,Technology,/market-activity/stocks/cxaiw,2025-04-24
CXDO,Crexendo Inc. Common Stock,$4.495,0.055,1.239%,56120,125415319,United States,NA,Telecommunications Equipment,Telecommunications,/market-activity/stocks/cxdo,2025-04-24
CXE,MFS High Income Municipal Trust Common Stock,$3.48,0.02,0.578%,47016,109709690,United States,1989,Investment Managers,Finance,/market-activity/stocks/cxe,2025-04-24
CXH,MFS Investment Grade Municipal Trust Common Stock,$7.543,0.023,0.306%,11599,68718578,United States,1989,Investment Managers,Finance,/market-activity/stocks/cxh,2025-04-24
CXM,Sprinklr Inc. Class A Common Stock,$7.17,0.13,1.847%,1490276,1834705373,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cxm,2025-04-24
CXT,Crane NXT Co. Common Stock,$44.55,0.14,0.315%,371725,2549877210,United States,NA,Metal Fabrications,Industrials,/market-activity/stocks/cxt,2025-04-24
CXW,CoreCivic Inc. Common Stock,$21.63,-0.04,-0.185%,1239252,2354732884,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cxw,2025-04-24
CYBN,Cybin Inc. Common Shares,$6.92,-0.13,-1.844%,252349,138344017,Canada,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cybn,2025-04-24
CYBR,CyberArk Software Ltd. Ordinary Shares,$333.58,11.89,3.696%,653488,16498437483,Israel,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cybr,2025-04-24
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,$0.2302,0.0046,2.039%,578758,47728837,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cycc,2025-04-24
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,$5.00,0.13,2.669%,434,1036681945,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cyccp,2025-04-24
CYCN,Cyclerion Therapeutics Inc. Common Stock,$2.95,-0.04,-1.338%,5617,7994783,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cycn,2025-04-24
CYCU,Cycurion Inc. Common Stock,$0.4833,0.022,4.769%,1119169,15196840,United States,2025,EDP Services,Technology,/market-activity/stocks/cycu,2025-04-24
CYD,China Yuchai International Limited Common Stock,$14.72,0.66,4.694%,319311,601434029,Singapore,1994,Industrial Machinery/Components,Industrials,/market-activity/stocks/cyd,2025-04-24
CYH,Community Health Systems Inc. Common Stock,$2.43,0.02,0.83%,3898621,337583415,United States,2000,Hospital/Nursing Management,Health Care,/market-activity/stocks/cyh,2025-04-24
CYN,Cyngn Inc. Common Stock,$4.81,0.05,1.05%,41331,8426668,United States,2021,EDP Services,Technology,/market-activity/stocks/cyn,2025-04-24
CYRX,CryoPort Inc. Common Stock,$5.59,0.03,0.54%,399738,278999086,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cyrx,2025-04-24
CYTK,Cytokinetics Incorporated Common Stock,$38.00,0.19,0.503%,1194387,4499606182,United States,2004,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cytk,2025-04-24
CZFS,Citizens Financial Services Inc. Common Stock,$57.01,-0.56,-0.973%,12726,271337442,United States,NA,Major Banks,Finance,/market-activity/stocks/czfs,2025-04-24
CZNC,Citizens & Northern Corp Common Stock,$19.44,-0.04,-0.205%,25680,300660362,United States,NA,Major Banks,Finance,/market-activity/stocks/cznc,2025-04-24
CZR,Caesars Entertainment Inc. Common Stock,$26.72,-0.03,-0.112%,7504815,5664995536,United States,NA,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/czr,2025-04-24
CZWI,Citizens Community Bancorp Inc. Common Stock,$14.89,0.46,3.188%,14763,148744191,United States,2006,Savings Institutions,Finance,/market-activity/stocks/czwi,2025-04-24
D,Dominion Energy Inc. Common Stock,$53.33,-0.07,-0.131%,5342003,45439850925,United States,NA,Electric Utilities: Central,Utilities,/market-activity/stocks/d,2025-04-24
DAC,Danaos Corporation Common Stock,$79.52,3.47,4.563%,128385,1484583531,Greece,2006,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dac,2025-04-24
DADA,Dada Nexus Limited American Depositary Shares,$1.86,-0.01,-0.535%,1962663,480337845,China,2020,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/dada,2025-04-24
DAIO,Data I/O Corporation Common Stock,$2.08,0.02,0.971%,39851,19218640,United States,1981,Electrical Products,Industrials,/market-activity/stocks/daio,2025-04-24
DAKT,Daktronics Inc. Common Stock,$12.27,0.09,0.739%,226570,612190705,United States,1994,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/dakt,2025-04-24
DAL,Delta Air Lines Inc. Common Stock,$41.40,1.06,2.628%,11848795,27032343997,United States,NA,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/dal,2025-04-24
DALN,DallasNews Corporation Series A Common Stock,$4.64,0.02,0.433%,6063,24835554,United States,NA,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/daln,2025-04-24
DAN,Dana Incorporated Common Stock,$12.06,0.29,2.464%,1500359,1749151020,United States,NA,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/dan,2025-04-24
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,$8.42,0.24,2.934%,191811,1006773077,China,2019,Other Consumer Services,Real Estate,/market-activity/stocks/dao,2025-04-24
DAR,Darling Ingredients Inc. Common Stock,$30.35,-0.31,-1.011%,2511976,4821796825,United States,1997,Packaged Foods,Consumer Staples,/market-activity/stocks/dar,2025-04-24
DARE,Dare Bioscience Inc. Common Stock,$3.01,0.04,1.347%,10327,26639662,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/dare,2025-04-24
DASH,DoorDash Inc. Class A Common Stock,$181.19,4.58,2.593%,2589949,76117209460,United States,NA,Business Services,Consumer Discretionary,/market-activity/stocks/dash,2025-04-24
DATS,DatChat Inc. Common Stock,$2.50,0.09,3.734%,389387,10690685,United States,2021,Telecommunications Equipment,Telecommunications,/market-activity/stocks/dats,2025-04-24
DATSW,DatChat Inc. Series A Warrant,$0.2249,0.0249,12.45%,2293,961734,United States,2021,Telecommunications Equipment,Telecommunications,/market-activity/stocks/datsw,2025-04-24
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),$17.98,0.9,5.269%,702902,1061385147,United Kingdom,2018,EDP Services,Technology,/market-activity/stocks/dava,2025-04-24
DAVE,Dave Inc. Class A Common Stock,$85.91,2.54,3.047%,345963,1124916107,United States,NA,Finance: Consumer Services,Finance,/market-activity/stocks/dave,2025-04-24
DAVEW,Dave Inc. Warrants,$0.1649,0.0011,0.672%,15485,2159221,United States,NA,Finance: Consumer Services,Finance,/market-activity/stocks/davew,2025-04-24
DAWN,Day One Biopharmaceuticals Inc. Common Stock,$7.44,0.11,1.501%,897330,754077599,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/dawn,2025-04-24
DAY,Dayforce Inc. Common Stock,$55.57,1.99,3.714%,2316211,8831271256,United States,2018,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/day,2025-04-24
DB,Deutsche Bank AG Common Stock,$24.87,0.54,2.219%,3855286,48375277527,Germany,NA,Major Banks,Finance,/market-activity/stocks/db,2025-04-24
DBD,Diebold Nixdorf Incorporated Common stock,$42.54,0.75,1.795%,191578,1599324651,United States,2023,Office Equipment/Supplies/Services,Miscellaneous,/market-activity/stocks/dbd,2025-04-24
DBI,Designer Brands Inc. Class A Common Stock,$2.66,0.01,0.377%,1727685,127614045,United States,NA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/dbi,2025-04-24
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,$15.43,0.14,0.916%,96216,0,United States,2012,NA,NA,/market-activity/stocks/dbl,2025-04-24
DBRG,DigitalBridge Group Inc.,$8.15,0.04,0.493%,2435186,1421864346,United States,2014,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dbrg,2025-04-24
DBRG^H,DigitalBridge Group Inc. 7.125% Series H,$21.47,-0.03,-0.14%,5049,NA,United States,NA,NA,NA,/market-activity/stocks/dbrg^h,2025-04-24
DBRG^I,DigitalBridge Group Inc. 7.15% Series I,$21.57,0.0051,0.024%,17389,NA,United States,NA,NA,NA,/market-activity/stocks/dbrg^i,2025-04-24
DBRG^J,DigitalBridge Group Inc. 7.125% Series J,$21.24,0.05,0.236%,22764,NA,United States,NA,NA,NA,/market-activity/stocks/dbrg^j,2025-04-24
DBVT,DBV Technologies S.A. American Depositary Shares,$9.26,0.51,5.829%,225147,253629307,France,2014,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/dbvt,2025-04-24
DBX,Dropbox Inc. Class A Common Stock,$27.49,0.11,0.402%,4207109,8295120008,United States,2018,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/dbx,2025-04-24
DC,Dakota Gold Corp. Common Stock,$2.75,-0.05,-1.786%,674924,273561318,United States,2022,Metal Mining,Basic Materials,/market-activity/stocks/dc,2025-04-24
DCBO,Docebo Inc. Common Shares,$30.19,0.72,2.443%,100707,912671686,Canada,NA,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/dcbo,2025-04-24
DCGO,DocGo Inc. Common Stock,$2.16,0.05,2.37%,627913,220282306,United States,2020,Medical/Nursing Services,Health Care,/market-activity/stocks/dcgo,2025-04-24
DCI,Donaldson Company Inc. Common Stock,$63.84,0.54,0.853%,560333,7630017948,United States,NA,Pollution Control Equipment,Industrials,/market-activity/stocks/dci,2025-04-24
DCO,Ducommun Incorporated Common Stock,$55.91,0.98,1.784%,61435,828221108,United States,NA,Military/Government/Technical,Industrials,/market-activity/stocks/dco,2025-04-24
DCOM,Dime Community Bancshares Inc. Common Stock,$25.81,-0.01,-0.039%,453639,1126306459,United States,NA,Major Banks,Finance,/market-activity/stocks/dcom,2025-04-24
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,$25.50,-0.14,-0.546%,2363,998290244,United States,NA,Major Banks,Finance,/market-activity/stocks/dcomg,2025-04-24
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,$18.78,-0.07,-0.371%,3621,819528683,United States,NA,Major Banks,Finance,/market-activity/stocks/dcomp,2025-04-24
DCTH,Delcath Systems Inc. Common Stock,$11.96,0.09,0.758%,332163,399501530,United States,NA,Medical/Dental Instruments,Health Care,/market-activity/stocks/dcth,2025-04-24
DD,DuPont de Nemours Inc. Common Stock,$63.06,1.22,1.973%,4489216,30138393433,United States,2017,Major Chemicals,Industrials,/market-activity/stocks/dd,2025-04-24
DDC,DDC Enterprise Limited Class A Ordinary Shares,$2.20,0.14,6.796%,53483,7007031,NA,2023,Packaged Foods,Consumer Staples,/market-activity/stocks/ddc,2025-04-24
DDD,3D Systems Corporation Common Stock,$1.83,0.04,2.235%,2465396,248035400,United States,NA,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ddd,2025-04-24
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,$9.82,-0.03,-0.305%,16713,486614781,South Korea,2021,EDP Services,Technology,/market-activity/stocks/ddi,2025-04-24
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),$2.61,0.11,4.40%,1088280,471992400,Cayman Islands,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/ddl,2025-04-24
DDOG,Datadog Inc. Class A Common Stock,$94.58,3.16,3.457%,5871037,32418620633,United States,2019,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ddog,2025-04-24
DDS,Dillard's Inc. Common Stock,$322.44,0.89,0.277%,93833,5128299860,United States,NA,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/dds,2025-04-24
DDT,Dillard's Capital Trust I,$25.55,0.08,0.314%,10426,406364165,United States,NA,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/ddt,2025-04-24
DE,Deere & Company Common Stock,$456.44,1.78,0.392%,1025538,123884172840,United States,NA,Industrial Machinery/Components,Industrials,/market-activity/stocks/de,2025-04-24
DEA,Easterly Government Properties Inc. Common Stock,$8.14,-0.07,-0.853%,1810373,878880350,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dea,2025-04-24
DEC,Diversified Energy Company plc Ordinary Shares,$12.05,0.01,0.083%,477735,720541101,NA,NA,NA,NA,/market-activity/stocks/dec,2025-04-24
DECK,Deckers Outdoor Corporation Common Stock,$106.66,0.24,0.226%,2237612,16188176336,United States,1993,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/deck,2025-04-24
DEI,Douglas Emmett Inc. Common Stock,$13.89,0.23,1.684%,1145110,2325829802,United States,2006,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dei,2025-04-24
DELL,Dell Technologies Inc. Class C Common Stock,$89.16,5.08,6.042%,8413053,62219487600,United States,2018,Computer Manufacturing,Technology,/market-activity/stocks/dell,2025-04-24
DENN,Denny's Corporation Common Stock,$3.39,0.03,0.893%,1013280,174961514,United States,NA,Restaurants,Consumer Discretionary,/market-activity/stocks/denn,2025-04-24
DEO,Diageo plc Common Stock,$110.95,-1.42,-1.264%,1030786,61723465568,United Kingdom,NA,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/deo,2025-04-24
DERM,Journey Medical Corporation Common Stock,$7.48,0.09,1.218%,160237,172821189,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/derm,2025-04-24
DESP,Despegar.com Corp. Ordinary Shares,$19.17,-0.08,-0.416%,2997026,1381279187,Argentina,2017,Transportation Services,Consumer Discretionary,/market-activity/stocks/desp,2025-04-24
DEVS,DevvStream Corp. Common Stock,$0.1939,-0.0011,-0.564%,265005,5839441,Canada,2024,Finance/Investors Services,Finance,/market-activity/stocks/devs,2025-04-24
DFH,Dream Finders Homes Inc. Class A Common Stock,$22.27,0.01,0.045%,529921,2080842012,United States,2022,Homebuilding,Consumer Discretionary,/market-activity/stocks/dfh,2025-04-24
DFIN,Donnelley Financial Solutions Inc. Common Stock,$43.17,0.18,0.419%,291691,1235056876,United States,2016,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/dfin,2025-04-24
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),$0.51,-0.0714,-12.281%,487431,3870717,United States,2021,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/dfli,2025-04-24
DFLIW,Dragonfly Energy Holdings Corp. Warrant,$0.027,-1e-4,-0.369%,174,204920,United States,2021,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/dfliw,2025-04-24
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,$19.55,0.25,1.295%,42709,0,NA,2013,Investment Managers,Finance,/market-activity/stocks/dfp,2025-04-24
DFS,Discover Financial Services Common Stock,$178.69,6.36,3.691%,3111304,44959141811,United States,NA,Finance: Consumer Services,Finance,/market-activity/stocks/dfs,2025-04-24
DG,Dollar General Corporation Common Stock,$95.43,-1.36,-1.405%,3852068,20989549654,United States,2009,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/dg,2025-04-24
DGICA,Donegal Group Inc. Class A Common Stock,$18.55,-0.09,-0.483%,108083,661100371,United States,NA,Property-Casualty Insurers,Finance,/market-activity/stocks/dgica,2025-04-24
DGICB,Donegal Group Inc. Class B Common Stock,$16.98,0,0.00%,41,605147401,United States,1986,Property-Casualty Insurers,Finance,/market-activity/stocks/dgicb,2025-04-24
DGII,Digi International Inc. Common Stock,$26.83,0.34,1.284%,211671,990005268,United States,1989,Computer Communications Equipment,Telecommunications,/market-activity/stocks/dgii,2025-04-24
DGLY,Digital Ally Inc. Common Stock,$0.029,2e-4,0.694%,16787832,160413,United States,NA,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/dgly,2025-04-24
DGNX,Diginex Limited Ordinary Shares,$93.00,-10.5,-10.145%,83040,2156944350,Hong Kong,2025,EDP Services,Technology,/market-activity/stocks/dgnx,2025-04-24
DGX,Quest Diagnostics Incorporated Common Stock,$173.57,0.73,0.422%,1854026,19262463436,United States,NA,Medical Specialities,Health Care,/market-activity/stocks/dgx,2025-04-24
DGXX,Digi Power X Inc. Subordinate Voting Shares,$0.905,-0.025,-2.688%,726459,32858622,Canada,NA,Finance: Consumer Services,Finance,/market-activity/stocks/dgxx,2025-04-24
DH,Definitive Healthcare Corp. Class A Common Stock,$2.61,0.04,1.556%,487677,294698558,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/dh,2025-04-24
DHAI,DIH Holdings US Inc. Class A Common Stock,$0.166,0.014,9.211%,240426,7857826,United States,2024,Medical/Dental Instruments,Health Care,/market-activity/stocks/dhai,2025-04-24
DHAIW,DIH Holding US Inc. Warrants,$0.0085,-0.0061,-41.781%,33939,402359,United States,2024,Medical/Dental Instruments,Health Care,/market-activity/stocks/dhaiw,2025-04-24
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,$2.26,0,0.00%,838890,545274049,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dhc,2025-04-24
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,$13.38,-0.06,-0.446%,17927,3228215386,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dhcni,2025-04-24
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,$14.31,0.01,0.07%,11318,3452598070,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dhcnl,2025-04-24
DHF,BNY Mellon High Yield Strategies Fund Common Stock,$2.42,0.04,1.681%,761400,0,United States,1998,Finance Companies,Finance,/market-activity/stocks/dhf,2025-04-24
DHI,D.R. Horton Inc. Common Stock,$124.79,-0.17,-0.136%,5367512,39324135028,United States,NA,Homebuilding,Consumer Discretionary,/market-activity/stocks/dhi,2025-04-24
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,$128.77,0.45,0.351%,11390,358945345,United States,NA,Investment Managers,Finance,/market-activity/stocks/dhil,2025-04-24
DHR,Danaher Corporation Common Stock,$196.31,4.24,2.208%,6494106,140304691046,United States,NA,Industrial Machinery/Components,Industrials,/market-activity/stocks/dhr,2025-04-24
DHT,DHT Holdings Inc.,$10.27,0.3,3.009%,2180524,1648930434,Jersey,2005,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dht,2025-04-24
DHX,DHI Group Inc. Common Stock,$1.46,-0.06,-3.947%,105170,71426516,United States,2007,Business Services,Consumer Discretionary,/market-activity/stocks/dhx,2025-04-24
DHY,Credit Suisse High Yield Bond Fund Common Stock,$2.02,0.04,2.02%,1066250,0,United States,1998,Finance/Investors Services,Finance,/market-activity/stocks/dhy,2025-04-24
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,$13.69,0.19,1.407%,105913,0,NA,2014,Finance Companies,Finance,/market-activity/stocks/diax,2025-04-24
DIBS,1stdibs.com Inc. Common Stock,$2.51,0.04,1.619%,120635,88860102,United States,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/dibs,2025-04-24
DIN,Dine Brands Global Inc. Common Stock,$20.88,-0.01,-0.048%,714232,318499073,United States,NA,Restaurants,Consumer Discretionary,/market-activity/stocks/din,2025-04-24
DINO,HF Sinclair Corporation Common Stock,$30.03,0.12,0.401%,2067810,5657872510,United States,1960,Natural Gas Distribution,Energy,/market-activity/stocks/dino,2025-04-24
DIOD,Diodes Incorporated Common Stock,$36.07,0.4,1.121%,640737,1671264855,United States,NA,Semiconductors,Technology,/market-activity/stocks/diod,2025-04-24
DIS,Walt Disney Company (The) Common Stock,$87.29,1.2,1.394%,12089123,157801890026,United States,NA,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/dis,2025-04-24
DIST,Distoken Acquisition Corporation Ordinary Shares,$11.87,0,0.00%,277,0,China,2023,Blank Checks,Finance,/market-activity/stocks/dist,2025-04-24
DISTR,Distoken Acquisition Corporation Right,$0.30,7e-4,0.234%,2945,0,China,2023,Blank Checks,Finance,/market-activity/stocks/distr,2025-04-24
DISTW,Distoken Acquisition Corporation Warrant,$0.07,0,0.00%,6088,0,China,2023,Blank Checks,Finance,/market-activity/stocks/distw,2025-04-24
DIT,AMCON Distributing Company Common Stock,$116.7648,0,0.00%,28,75367241,United States,1999,Food Distributors,Consumer Discretionary,/market-activity/stocks/dit,2025-04-24
DJCO,Daily Journal Corp. (S.C.) Common Stock,$370.98,-8.65,-2.279%,7020,510997497,United States,NA,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/djco,2025-04-24
DJT,Trump Media & Technology Group Corp. Common Stock,$26.38,2.73,11.543%,14753634,5805324329,United States,2024,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/djt,2025-04-24
DJTWW,Trump Media & Technology Group Corp. Warrants,$16.54,2.64,18.993%,146514,3639881137,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/djtww,2025-04-24
DK,Delek US Holdings Inc. Common Stock,$13.13,0.1,0.767%,1391888,820798736,United States,2017,Integrated oil Companies,Energy,/market-activity/stocks/dk,2025-04-24
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,$37.50,-0.48,-1.264%,141218,2012532113,United States,2012,Natural Gas Distribution,Energy,/market-activity/stocks/dkl,2025-04-24
DKNG,DraftKings Inc. Class A Common Stock,$34.05,0.58,1.733%,9855718,16683009325,United States,2019,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/dkng,2025-04-24
DKS,Dick's Sporting Goods Inc Common Stock,$184.34,3.53,1.952%,1310142,14720597157,United States,2002,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/dks,2025-04-24
DLB,Dolby Laboratories Common Stock,$73.80,1.08,1.485%,453487,7112628283,United States,2005,Multi-Sector Companies,Miscellaneous,/market-activity/stocks/dlb,2025-04-24
DLHC,DLH Holdings Corp.,$3.67,0.02,0.548%,62592,52798338,United States,NA,Professional Services,Consumer Discretionary,/market-activity/stocks/dlhc,2025-04-24
DLNG,Dynagas LNG Partners LP Common Units,$3.41,0.04,1.187%,55992,125071237,Greece,NA,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dlng,2025-04-24
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,$25.7601,0.1501,0.586%,2046,NA,Greece,NA,NA,NA,/market-activity/stocks/dlng^a,2025-04-24
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,$25.965,0.085,0.328%,1484,NA,Greece,NA,NA,NA,/market-activity/stocks/dlng^b,2025-04-24
DLO,DLocal Limited Class A Common Shares,$9.03,0.1,1.12%,337455,2672804735,Uruguay,2021,Business Services,Consumer Discretionary,/market-activity/stocks/dlo,2025-04-24
DLPN,Dolphin Entertainment Inc. Common Stock,$1.01,0.01,1.00%,13732,11279881,United States,NA,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/dlpn,2025-04-24
DLR,Digital Realty Trust Inc. Common Stock,$151.59,2.7,1.813%,1785016,51031901100,United States,2004,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dlr,2025-04-24
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,$21.01,0.17,0.816%,7618,NA,United States,NA,NA,NA,/market-activity/stocks/dlr^j,2025-04-24
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,$23.05,0.13,0.567%,9676,NA,United States,NA,NA,NA,/market-activity/stocks/dlr^k,2025-04-24
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,$20.3386,0.164,0.813%,48692,NA,United States,NA,NA,NA,/market-activity/stocks/dlr^l,2025-04-24
DLTH,Duluth Holdings Inc. Class B Common Stock,$1.87,0.03,1.63%,19864,65709085,United States,2015,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/dlth,2025-04-24
DLTR,Dollar Tree Inc. Common Stock,$83.43,1.27,1.546%,6147661,17944375858,United States,1995,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/dltr,2025-04-24
DLX,Deluxe Corporation Common Stock,$14.84,0.08,0.542%,273359,659353117,United States,NA,Publishing,Consumer Discretionary,/market-activity/stocks/dlx,2025-04-24
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,$14.89,0.15,1.018%,126234,713912649,United States,2020,Investment Managers,Finance,/market-activity/stocks/dly,2025-04-24
DMA,Destra Multi-Alternative Fund Common Stock,$7.99,0,0.00%,9229,0,NA,2022,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dma,2025-04-24
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,$10.04,-0.0081,-0.081%,225,0,United States,2025,NA,NA,/market-activity/stocks/dmaa,2025-04-24
DMAAR,Drugs Made In America Acquisition Corp. Rights,$0.1276,0,0.00%,383,0,United States,2025,Blank Checks,Finance,/market-activity/stocks/dmaar,2025-04-24
DMAAU,Drugs Made In America Acquisition Corp. Units,$10.16,0,0.00%,202,0,United States,2025,NA,NA,/market-activity/stocks/dmaau,2025-04-24
DMAC,DiaMedica Therapeutics Inc. Common Stock,$3.96,0.08,2.062%,102651,169708414,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/dmac,2025-04-24
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,$9.96,0.08,0.81%,105282,0,NA,2013,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dmb,2025-04-24
